Name,Template,Reference
vnd.fujitsu.oasys3,application/vnd.fujitsu.oasys3,[Seiji_Okudaira]
vnd.fujitsu.oasysgp,application/vnd.fujitsu.oasysgp,[Masahiko_Sugimoto]
vnd.fujitsu.oasysprs,application/vnd.fujitsu.oasysprs,[Masumi_Ogita]
vnd.fujixerox.ART4,application/vnd.fujixerox.ART4,[Fumio_Tanabe]
vnd.fujixerox.ART-EX,application/vnd.fujixerox.ART-EX,[Fumio_Tanabe]
vnd.fujixerox.ddd,application/vnd.fujixerox.ddd,[Masanori_Onda]
vnd.fujixerox.docuworks,application/vnd.fujixerox.docuworks,[Yasuo_Taguchi]
vnd.fujixerox.docuworks.binder,application/vnd.fujixerox.docuworks.binder,[Takashi_Matsumoto]
vnd.fujixerox.docuworks.container,application/vnd.fujixerox.docuworks.container,[Kiyoshi_Tashiro]
vnd.fujixerox.HBPL,application/vnd.fujixerox.HBPL,[Fumio_Tanabe]
vnd.fut-misnet,application/vnd.fut-misnet,[Jann_Pruulman]
vnd.fuzzysheet,application/vnd.fuzzysheet,[Simon_Birtwistle]
vnd.genomatix.tuxedo,application/vnd.genomatix.tuxedo,[Torben_Frey]
vnd.geocube+xml - OBSOLETE,application/vnd.geocube+xml,[Francois_Pirsch]
vnd.geogebra.file,application/vnd.geogebra.file,[GeoGebra][Yves_Kreis]
vnd.geogebra.tool,application/vnd.geogebra.tool,[GeoGebra][Yves_Kreis]
vnd.geometry-explorer,application/vnd.geometry-explorer,[Michael_Hvidsten]
vnd.geonext,application/vnd.geonext,[Matthias_Ehmann]
vnd.geoplan,application/vnd.geoplan,[Christian_Mercat]
vnd.geospace,application/vnd.geospace,[Christian_Mercat]
vnd.globalplatform.card-content-mgt,application/vnd.globalplatform.card-content-mgt,[Gil_Bernabeu]
vnd.globalplatform.card-content-mgt-response,application/vnd.globalplatform.card-content-mgt-response,[Gil_Bernabeu]
vnd.gmx - OBSOLETE,application/vnd.gmx,[Christian_V._Sciberras]
vnd.google-earth.kml+xml,application/vnd.google-earth.kml+xml,[Michael_Ashbridge]
vnd.google-earth.kmz,application/vnd.google-earth.kmz,[Michael_Ashbridge]
vnd.grafeq,application/vnd.grafeq,[Jeff_Tupper]
vnd.gridmp,application/vnd.gridmp,[Jeff_Lawson]
vnd.groove-account,application/vnd.groove-account,[Todd_Joseph]
vnd.groove-help,application/vnd.groove-help,[Todd_Joseph]
vnd.groove-identity-message,application/vnd.groove-identity-message,[Todd_Joseph]
vnd.groove-injector,application/vnd.groove-injector,[Todd_Joseph]
vnd.groove-tool-message,application/vnd.groove-tool-message,[Todd_Joseph]
vnd.groove-tool-template,application/vnd.groove-tool-template,[Todd_Joseph]
vnd.groove-vcard,application/vnd.groove-vcard,[Todd_Joseph]
vnd.hal+json,application/vnd.hal+json,[Mike_Kelly]
vnd.hal+xml,application/vnd.hal+xml,[Mike_Kelly]
vnd.HandHeld-Entertainment+xml,application/vnd.HandHeld-Entertainment+xml,[Eric_Hamilton]
vnd.hbci,application/vnd.hbci,[Ingo_Hammann]
vnd.hcl-bireports,application/vnd.hcl-bireports,[Doug_R._Serres]
vnd.heroku+json,application/vnd.heroku+json,[Wesley_Beary]
vnd.hhe.lesson-player,application/vnd.hhe.lesson-player,[Randy_Jones]
vnd.hp-HPGL,application/vnd.hp-HPGL,[Bob_Pentecost]
vnd.hp-hpid,application/vnd.hp-hpid,[Aloke_Gupta]
vnd.hp-hps,application/vnd.hp-hps,[Steve_Aubrey]
vnd.hp-jlyt,application/vnd.hp-jlyt,[Amir_Gaash]
vnd.hp-PCL,application/vnd.hp-PCL,[Bob_Pentecost]
vnd.hp-PCLXL,application/vnd.hp-PCLXL,[Bob_Pentecost]
vnd.httphone,application/vnd.httphone,[Franck_Lefevre]
vnd.hydrostatix.sof-data,application/vnd.hydrostatix.sof-data,[Allen_Gillam]
vnd.hzn-3d-crossword,application/vnd.hzn-3d-crossword,[James_Minnis]
vnd.ibm.afplinedata,application/vnd.ibm.afplinedata,[Roger_Buis]
vnd.ibm.electronic-media,application/vnd.ibm.electronic-media,[Bruce_Tantlinger]
vnd.ibm.MiniPay,application/vnd.ibm.MiniPay,[Amir_Herzberg]
vnd.ibm.modcap,application/vnd.ibm.modcap,[Reinhard_Hohensee]
vnd.ibm.rights-management,application/vnd.ibm.rights-management,[Bruce_Tantlinger]
vnd.ibm.secure-container,application/vnd.ibm.secure-container,[Bruce_Tantlinger]
vnd.iccprofile,application/vnd.iccprofile,[Phil_Green]
vnd.ieee.1905,application/vnd.ieee.1905,[Purva_R_Rajkotia]
vnd.igloader,application/vnd.igloader,[Tim_Fisher]
vnd.immervision-ivp,application/vnd.immervision-ivp,[Mathieu_Villegas]
vnd.immervision-ivu,application/vnd.immervision-ivu,[Mathieu_Villegas]
vnd.informedcontrol.rms+xml,application/vnd.informedcontrol.rms+xml,[Mark_Wahl]
vnd.infotech.project,application/vnd.infotech.project,[Charles_Engelke]
vnd.infotech.project+xml,application/vnd.infotech.project+xml,[Charles_Engelke]
vnd.informix-visionary,application/vnd.informix-visionary,[Christopher_Gales]
vnd.innopath.wamp.notification,application/vnd.innopath.wamp.notification,[Takanori_Sudo]
vnd.insors.igm,application/vnd.insors.igm,[Jon_Swanson]
vnd.intercon.formnet,application/vnd.intercon.formnet,[Tom_Gurak]
vnd.intergeo,application/vnd.intergeo,[Yves_Kreis_2]
vnd.intertrust.digibox,application/vnd.intertrust.digibox,[Luke_Tomasello]
vnd.intertrust.nncp,application/vnd.intertrust.nncp,[Luke_Tomasello]
vnd.intu.qbo,application/vnd.intu.qbo,[Greg_Scratchley]
vnd.intu.qfx,application/vnd.intu.qfx,[Greg_Scratchley]
vnd.iptc.g2.catalogitem+xml,application/vnd.iptc.g2.catalogitem+xml,[Michael_Steidl]
vnd.iptc.g2.conceptitem+xml,application/vnd.iptc.g2.conceptitem+xml,[Michael_Steidl]
vnd.iptc.g2.knowledgeitem+xml,application/vnd.iptc.g2.knowledgeitem+xml,[Michael_Steidl]
vnd.iptc.g2.newsitem+xml,application/vnd.iptc.g2.newsitem+xml,[Michael_Steidl]
vnd.iptc.g2.newsmessage+xml,application/vnd.iptc.g2.newsmessage+xml,[Michael_Steidl]
vnd.iptc.g2.packageitem+xml,application/vnd.iptc.g2.packageitem+xml,[Michael_Steidl]
vnd.iptc.g2.planningitem+xml,application/vnd.iptc.g2.planningitem+xml,[Michael_Steidl]
vnd.ipunplugged.rcprofile,application/vnd.ipunplugged.rcprofile,[Per_Ersson]
vnd.irepository.package+xml,application/vnd.irepository.package+xml,[Martin_Knowles]
vnd.is-xpr,application/vnd.is-xpr,[Satish_Navarajan]
vnd.isac.fcs,application/vnd.isac.fcs,[Ryan_Brinkman]
vnd.jam,application/vnd.jam,[Brijesh_Kumar]
vnd.japannet-directory-service,application/vnd.japannet-directory-service,[Kiyofusa_Fujii]
vnd.japannet-jpnstore-wakeup,application/vnd.japannet-jpnstore-wakeup,[Jun_Yoshitake]
vnd.japannet-payment-wakeup,application/vnd.japannet-payment-wakeup,[Kiyofusa_Fujii]
vnd.japannet-registration,application/vnd.japannet-registration,[Jun_Yoshitake]
vnd.japannet-registration-wakeup,application/vnd.japannet-registration-wakeup,[Kiyofusa_Fujii]
vnd.japannet-setstore-wakeup,application/vnd.japannet-setstore-wakeup,[Jun_Yoshitake]
vnd.japannet-verification,application/vnd.japannet-verification,[Jun_Yoshitake]
vnd.japannet-verification-wakeup,application/vnd.japannet-verification-wakeup,[Kiyofusa_Fujii]
vnd.jcp.javame.midlet-rms,application/vnd.jcp.javame.midlet-rms,[Mikhail_Gorshenev]
vnd.jisp,application/vnd.jisp,[Sebastiaan_Deckers]
vnd.joost.joda-archive,application/vnd.joost.joda-archive,[Joost]
vnd.jsk.isdn-ngn,application/vnd.jsk.isdn-ngn,[Yokoyama_Kiyonobu]
vnd.kahootz,application/vnd.kahootz,[Tim_Macdonald]
vnd.kde.karbon,application/vnd.kde.karbon,[David_Faure]
vnd.kde.kchart,application/vnd.kde.kchart,[David_Faure]
vnd.kde.kformula,application/vnd.kde.kformula,[David_Faure]
vnd.kde.kivio,application/vnd.kde.kivio,[David_Faure]
vnd.kde.kontour,application/vnd.kde.kontour,[David_Faure]
vnd.kde.kpresenter,application/vnd.kde.kpresenter,[David_Faure]
vnd.kde.kspread,application/vnd.kde.kspread,[David_Faure]
vnd.kde.kword,application/vnd.kde.kword,[David_Faure]
vnd.kenameaapp,application/vnd.kenameaapp,[Dirk_DiGiorgio-Haag]
vnd.kidspiration,application/vnd.kidspiration,[Jack_Bennett]
vnd.Kinar,application/vnd.Kinar,[Hemant_Thakkar]
vnd.koan,application/vnd.koan,[Pete_Cole]
vnd.kodak-descriptor,application/vnd.kodak-descriptor,[Michael_J._Donahue]
vnd.las.las+xml,application/vnd.las.las+xml,[Rob_Bailey]
vnd.liberty-request+xml,application/vnd.liberty-request+xml,[Brett_McDowell]
vnd.llamagraphics.life-balance.desktop,application/vnd.llamagraphics.life-balance.desktop,[Catherine_E._White]
vnd.llamagraphics.life-balance.exchange+xml,application/vnd.llamagraphics.life-balance.exchange+xml,[Catherine_E._White]
vnd.lotus-1-2-3,application/vnd.lotus-1-2-3,[Paul_Wattenberger]
vnd.lotus-approach,application/vnd.lotus-approach,[Paul_Wattenberger]
vnd.lotus-freelance,application/vnd.lotus-freelance,[Paul_Wattenberger]
vnd.lotus-notes,application/vnd.lotus-notes,[Michael_Laramie]
vnd.lotus-organizer,application/vnd.lotus-organizer,[Paul_Wattenberger]
vnd.lotus-screencam,application/vnd.lotus-screencam,[Paul_Wattenberger]
vnd.lotus-wordpro,application/vnd.lotus-wordpro,[Paul_Wattenberger]
vnd.macports.portpkg,application/vnd.macports.portpkg,[James_Berry]
vnd.marlin.drm.actiontoken+xml,application/vnd.marlin.drm.actiontoken+xml,[Gary_Ellison]
vnd.marlin.drm.conftoken+xml,application/vnd.marlin.drm.conftoken+xml,[Gary_Ellison]
vnd.marlin.drm.license+xml,application/vnd.marlin.drm.license+xml,[Gary_Ellison]
vnd.marlin.drm.mdcf,application/vnd.marlin.drm.mdcf,[Gary_Ellison]
vnd.mcd,application/vnd.mcd,[Tadashi_Gotoh]
vnd.medcalcdata,application/vnd.medcalcdata,[Frank_Schoonjans]
vnd.mediastation.cdkey,application/vnd.mediastation.cdkey,[Henry_Flurry]
vnd.meridian-slingshot,application/vnd.meridian-slingshot,[Eric_Wedel]
vnd.MFER,application/vnd.MFER,[Masaaki_Hirai]
vnd.mfmp,application/vnd.mfmp,[Yukari_Ikeda]
vnd.micrografx.flo,application/vnd.micrografx.flo,[Joe_Prevo]
vnd.micrografx.igx,application/vnd.micrografx-igx,[Joe_Prevo]
vnd.mif,application/vnd-mif,[Mike_Wexler]
vnd.minisoft-hp3000-save,application/vnd.minisoft-hp3000-save,[Chris_Bartram]
vnd.mitsubishi.misty-guard.trustweb,application/vnd.mitsubishi.misty-guard.trustweb,[Tanaka]
vnd.Mobius.DAF,application/vnd.Mobius.DAF,[Allen_K._Kabayama]
vnd.Mobius.DIS,application/vnd.Mobius.DIS,[Allen_K._Kabayama]
vnd.Mobius.MBK,application/vnd.Mobius.MBK,[Alex_Devasia]
vnd.Mobius.MQY,application/vnd.Mobius.MQY,[Alex_Devasia]
vnd.Mobius.MSL,application/vnd.Mobius.MSL,[Allen_K._Kabayama]
vnd.Mobius.PLC,application/vnd.Mobius.PLC,[Allen_K._Kabayama]
vnd.Mobius.TXF,application/vnd.Mobius.TXF,[Allen_K._Kabayama]
vnd.mophun.application,application/vnd.mophun.application,[Bjorn_Wennerstrom]
vnd.mophun.certificate,application/vnd.mophun.certificate,[Bjorn_Wennerstrom]
vnd.motorola.flexsuite,application/vnd.motorola.flexsuite,[Mark_Patton]
vnd.motorola.flexsuite.adsi,application/vnd.motorola.flexsuite.adsi,[Mark_Patton]
vnd.motorola.flexsuite.fis,application/vnd.motorola.flexsuite.fis,[Mark_Patton]
vnd.motorola.flexsuite.gotap,application/vnd.motorola.flexsuite.gotap,[Mark_Patton]
vnd.motorola.flexsuite.kmr,application/vnd.motorola.flexsuite.kmr,[Mark_Patton]
vnd.motorola.flexsuite.ttc,application/vnd.motorola.flexsuite.ttc,[Mark_Patton]
vnd.motorola.flexsuite.wem,application/vnd.motorola.flexsuite.wem,[Mark_Patton]
vnd.motorola.iprm,application/vnd.motorola.iprm,[Rafie_Shamsaasef]
vnd.mozilla.xul+xml,application/vnd.mozilla.xul+xml,[Braden_N_McDaniel]
vnd.ms-artgalry,application/vnd.ms-artgalry,[Dean_Slawson]
vnd.ms-asf,application/vnd.ms-asf,[Eric_Fleischman]
vnd.ms-cab-compressed,application/vnd.ms-cab-compressed,[Kim_Scarborough]
vnd.mseq,application/vnd.mseq,[Gwenael_Le_Bodic]
vnd.ms-excel,application/vnd.ms-excel,[Sukvinder_S._Gill]
vnd.ms-excel.addin.macroEnabled.12,application/vnd.ms-excel.addin.macroEnabled.12,[Chris_Rae]
vnd.ms-excel.sheet.binary.macroEnabled.12,application/vnd.ms-excel.sheet.binary.macroEnabled.12,[Chris_Rae]
vnd.ms-excel.sheet.macroEnabled.12,application/vnd.ms-excel.sheet.macroEnabled.12,[Chris_Rae]
vnd.ms-excel.template.macroEnabled.12,application/vnd.ms-excel.template.macroEnabled.12,[Chris_Rae]
vnd.ms-fontobject,application/vnd.ms-fontobject,[Kim_Scarborough]
vnd.ms-htmlhelp,application/vnd.ms-htmlhelp,[Anatoly_Techtonik]
vnd.ms-ims,application/vnd.ms-ims,[Eric_Ledoux]
vnd.ms-lrm,application/vnd.ms-lrm,[Eric_Ledoux]
vnd.ms-office.activeX+xml,application/vnd.ms-office.activeX+xml,[Chris_Rae]
vnd.ms-officetheme,application/vnd.ms-officetheme,[Chris_Rae]
vnd.ms-playready.initiator+xml,application/vnd.ms-playready.initiator+xml,[Daniel_Schneider]
vnd.ms-powerpoint,application/vnd.ms-powerpoint,[Sukvinder_S._Gill]
vnd.ms-powerpoint.addin.macroEnabled.12,application/vnd.ms-powerpoint.addin.macroEnabled.12,[Chris_Rae]
vnd.ms-powerpoint.presentation.macroEnabled.12,application/vnd.ms-powerpoint.presentation.macroEnabled.12,[Chris_Rae]
vnd.ms-powerpoint.slide.macroEnabled.12,application/vnd.ms-powerpoint.slide.macroEnabled.12,[Chris_Rae]
vnd.ms-powerpoint.slideshow.macroEnabled.12,application/vnd.ms-powerpoint.slideshow.macroEnabled.12,[Chris_Rae]
vnd.ms-powerpoint.template.macroEnabled.12,application/vnd.ms-powerpoint.template.macroEnabled.12,[Chris_Rae]
vnd.ms-project,application/vnd.ms-project,[Sukvinder_S._Gill]
vnd.ms-tnef,application/vnd.ms-tnef,[Sukvinder_S._Gill]
vnd.ms-windows.printerpairing,application/vnd.ms-windows.printerpairing,[Justin_Hutchings]
vnd.ms-wmdrm.lic-chlg-req,application/vnd.ms-wmdrm.lic-chlg-req,[Kevin_Lau]
vnd.ms-wmdrm.lic-resp,application/vnd.ms-wmdrm.lic-resp,[Kevin_Lau]
vnd.ms-wmdrm.meter-chlg-req,application/vnd.ms-wmdrm.meter-chlg-req,[Kevin_Lau]
vnd.ms-wmdrm.meter-resp,application/vnd.ms-wmdrm.meter-resp,[Kevin_Lau]
vnd.ms-word.document.macroEnabled.12,application/vnd.ms-word.document.macroEnabled.12,[Chris_Rae]
vnd.ms-word.template.macroEnabled.12,application/vnd.ms-word.template.macroEnabled.12,[Chris_Rae]
vnd.ms-works,application/vnd.ms-works,[Sukvinder_S._Gill]
vnd.ms-wpl,application/vnd.ms-wpl,[Dan_Plastina]
vnd.ms-xpsdocument,application/vnd.ms-xpsdocument,[Jesse_McGatha]
vnd.msign,application/vnd.msign,[Malte_Borcherding]
vnd.multiad.creator,application/vnd.multiad.creator,[Steve_Mills]
vnd.multiad.creator.cif,application/vnd.multiad.creator.cif,[Steve_Mills]
vnd.musician,application/vnd.musician,[Greg_Adams]
vnd.music-niff,application/vnd.music-niff,[Tim_Butler]
vnd.muvee.style,application/vnd.muvee.style,[Chandrashekhara_Anantharamu]
vnd.mynfc,application/vnd.mynfc,[Franck_Lefevre]
vnd.ncd.control,application/vnd.ncd.control,[Lauri_Tarkkala]
vnd.ncd.reference,application/vnd.ncd.reference,[Lauri_Tarkkala]
vnd.nervana,application/vnd.nervana,[Steve_Judkins]
vnd.netfpx,application/vnd.netfpx,[Andy_Mutz]
vnd.neurolanguage.nlu,application/vnd.neurolanguage.nlu,[Dan_DuFeu]
vnd.nintendo.snes.rom,application/vnd.nintendo.snes.rom,[Henrik_Andersson]
vnd.nintendo.nitro.rom,application/vnd.nintendo.nitro.rom,[Henrik_Andersson]
vnd.nitf,application/vnd.nitf,[Steve_Rogan]
vnd.noblenet-directory,application/vnd.noblenet-directory,[Monty_Solomon]
vnd.noblenet-sealer,application/vnd.noblenet-sealer,[Monty_Solomon]
vnd.noblenet-web,application/vnd.noblenet-web,[Monty_Solomon]
vnd.nokia.catalogs,application/vnd.nokia.catalogs,[Nokia]
vnd.nokia.conml+wbxml,application/vnd.nokia.conml+wbxml,[Nokia]
vnd.nokia.conml+xml,application/vnd.nokia.conml+xml,[Nokia]
vnd.nokia.iptv.config+xml,application/vnd.nokia.iptv.config+xml,[Nokia]
vnd.nokia.iSDS-radio-presets,application/vnd.nokia.iSDS-radio-presets,[Nokia]
vnd.nokia.landmark+wbxml,application/vnd.nokia.landmark+wbxml,[Nokia]
vnd.nokia.landmark+xml,application/vnd.nokia.landmark+xml,[Nokia]
vnd.nokia.landmarkcollection+xml,application/vnd.nokia.landmarkcollection+xml,[Nokia]
vnd.nokia.ncd,application/vnd.nokia.ncd,[Nokia]
vnd.nokia.n-gage.ac+xml,application/vnd.nokia.n-gage.ac+xml,[Nokia]
vnd.nokia.n-gage.data,application/vnd.nokia.n-gage.data,[Nokia]
vnd.nokia.n-gage.symbian.install,application/vnd.nokia.n-gage.symbian.install,[Nokia]
vnd.nokia.pcd+wbxml,application/vnd.nokia.pcd+wbxml,[Nokia]
vnd.nokia.pcd+xml,application/vnd.nokia.pcd+xml,[Nokia]
vnd.nokia.radio-preset,application/vnd.nokia.radio-preset,[Nokia]
vnd.nokia.radio-presets,application/vnd.nokia.radio-presets,[Nokia]
vnd.novadigm.EDM,application/vnd.novadigm.EDM,[Janine_Swenson]
vnd.novadigm.EDX,application/vnd.novadigm.EDX,[Janine_Swenson]
vnd.novadigm.EXT,application/vnd.novadigm.EXT,[Janine_Swenson]
vnd.ntt-local.content-share,application/vnd.ntt-local.content-share,[Akinori_Taya]
vnd.ntt-local.file-transfer,application/vnd.ntt-local.file-transfer,[NTT-local]
vnd.ntt-local.sip-ta_remote,application/vnd.ntt-local.sip-ta_remote,[NTT-local]
vnd.ntt-local.sip-ta_tcp_stream,application/vnd.ntt-local.sip-ta_tcp_stream,[NTT-local]
vnd.oasis.opendocument.chart,application/vnd.oasis.opendocument.chart,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.chart-template,application/vnd.oasis.opendocument.chart-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.database,application/vnd.oasis.opendocument.database,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.formula,application/vnd.oasis.opendocument.formula,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.formula-template,application/vnd.oasis.opendocument.formula-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.graphics,application/vnd.oasis.opendocument.graphics,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.graphics-template,application/vnd.oasis.opendocument.graphics-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.image,application/vnd.oasis.opendocument.image,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.image-template,application/vnd.oasis.opendocument.image-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.presentation,application/vnd.oasis.opendocument.presentation,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.presentation-template,application/vnd.oasis.opendocument.presentation-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.spreadsheet,application/vnd.oasis.opendocument.spreadsheet,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.spreadsheet-template,application/vnd.oasis.opendocument.spreadsheet-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.text,application/vnd.oasis.opendocument.text,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.text-master,application/vnd.oasis.opendocument.text-master,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.text-template,application/vnd.oasis.opendocument.text-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.text-web,application/vnd.oasis.opendocument.text-web,[Svante_Schubert][OASIS]
vnd.obn,application/vnd.obn,[Matthias_Hessling]
vnd.oftn.l10n+json,application/vnd.oftn.l10n+json,[Eli_Grey]
vnd.oipf.contentaccessdownload+xml,application/vnd.oipf.contentaccessdownload+xml,[Claire_DEsclercs]
vnd.oipf.contentaccessstreaming+xml,application/vnd.oipf.contentaccessstreaming+xml,[Claire_DEsclercs]
vnd.oipf.cspg-hexbinary,application/vnd.oipf.cspg-hexbinary,[Claire_DEsclercs]
vnd.oipf.dae.svg+xml,application/vnd.oipf.dae.svg+xml,[Claire_DEsclercs]
vnd.oipf.dae.xhtml+xml,application/vnd.oipf.dae.xhtml+xml,[Claire_DEsclercs]
vnd.oipf.mippvcontrolmessage+xml,application/vnd.oipf.mippvcontrolmessage+xml,[Claire_DEsclercs]
vnd.oipf.pae.gem,application/vnd.oipf.pae.gem,[Claire_DEsclercs]
vnd.oipf.spdiscovery+xml,application/vnd.oipf.spdiscovery+xml,[Claire_DEsclercs]
vnd.oipf.spdlist+xml,application/vnd.oipf.spdlist+xml,[Claire_DEsclercs]
vnd.oipf.ueprofile+xml,application/vnd.oipf.ueprofile+xml,[Claire_DEsclercs]
vnd.oipf.userprofile+xml,application/vnd.oipf.userprofile+xml,[Claire_DEsclercs]
vnd.olpc-sugar,application/vnd.olpc-sugar,[John_Palmieri]
vnd.oma.bcast.associated-procedure-parameter+xml,application/vnd.oma.bcast.associated-procedure-parameter+xml,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.drm-trigger+xml,application/vnd.oma.bcast.drm-trigger+xml,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.imd+xml,application/vnd.oma.bcast.imd+xml,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.ltkm,application/vnd.oma.bcast.ltkm,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.notification+xml,application/vnd.oma.bcast.notification+xml,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.provisioningtrigger,application/vnd.oma.bcast.provisioningtrigger,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.sgboot,application/vnd.oma.bcast.sgboot,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.sgdd+xml,application/vnd.oma.bcast.sgdd+xml,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.sgdu,application/vnd.oma.bcast.sgdu,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.simple-symbol-container,application/vnd.oma.bcast.simple-symbol-container,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.smartcard-trigger+xml,application/vnd.oma.bcast.smartcard-trigger+xml,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.sprov+xml,application/vnd.oma.bcast.sprov+xml,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.bcast.stkm,application/vnd.oma.bcast.stkm,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.cab-address-book+xml,application/vnd.oma.cab-address-book+xml,[Hao_Wang][OMA]
vnd.oma.cab-feature-handler+xml,application/vnd.oma.cab-feature-handler+xml,[Hao_Wang][OMA]
vnd.oma.cab-pcc+xml,application/vnd.oma.cab-pcc+xml,[Hao_Wang][OMA]
vnd.oma.cab-subs-invite+xml,application/vnd.oma.cab-subs-invite+xml,[Hao_Wang][OMA]
vnd.oma.cab-user-prefs+xml,application/vnd.oma.cab-user-prefs+xml,[Hao_Wang][OMA]
vnd.oma.dcd,application/vnd.oma.dcd,[Avi_Primo][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.dcdc,application/vnd.oma.dcdc,[Avi_Primo][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.dd2+xml,application/vnd.oma.dd2+xml,[Jun_Sato][Open_Mobile_Alliance_BAC_DLDRM_Working_Group]
vnd.oma.drm.risd+xml,application/vnd.oma.drm.risd+xml,[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.group-usage-list+xml,application/vnd.oma.group-usage-list+xml,[Sean_Kelley][OMA_Presence_and_Availability_PAG_Working_Group]
vnd.oma.pal+xml,application/vnd.oma.pal+xml,[Brian_McColgan][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.poc.detailed-progress-report+xml,application/vnd.oma.poc.detailed-progress-report+xml,[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.poc.final-report+xml,application/vnd.oma.poc.final-report+xml,[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.poc.groups+xml,application/vnd.oma.poc.groups+xml,[Sean_Kelley][OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.poc.invocation-descriptor+xml,application/vnd.oma.poc.invocation-descriptor+xml,[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.poc.optimized-progress-report+xml,application/vnd.oma.poc.optimized-progress-report+xml,[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.push,application/vnd.oma.push,[Bryan_Sullivan][OMA]
vnd.oma.scidm.messages+xml,application/vnd.oma.scidm.messages+xml,[Wenjun_Zeng][OMNA-Open_Mobile_Naming_Authority]
vnd.oma.xcap-directory+xml,application/vnd.oma.xcap-directory+xml,[Sean_Kelley][OMA_Presence_and_Availability_PAG_Working_Group]
vnd.omads-email+xml,application/vnd.omads-email+xml,[OMA_Data_Synchronization_Working_Group]
vnd.omads-file+xml,application/vnd.omads-file+xml,[OMA_Data_Synchronization_Working_Group]
vnd.omads-folder+xml,application/vnd.omads-folder+xml,[OMA_Data_Synchronization_Working_Group]
vnd.omaloc-supl-init,application/vnd.omaloc-supl-init,[Julien_Grange]
vnd.oma-scws-config,application/vnd.oma-scws-config,[Ilan_Mahalal]
vnd.oma-scws-http-request,application/vnd.oma-scws-http-request,[Ilan_Mahalal]
vnd.oma-scws-http-response,application/vnd.oma-scws-http-response,[Ilan_Mahalal]
vnd.openeye.oeb,application/vnd.openeye.oeb,[Craig_Bruce]
vnd.openxmlformats-officedocument.custom-properties+xml,application/vnd.openxmlformats-officedocument.custom-properties+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.customXmlProperties+xml,application/vnd.openxmlformats-officedocument.customXmlProperties+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawing+xml,application/vnd.openxmlformats-officedocument.drawing+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawingml.chart+xml,application/vnd.openxmlformats-officedocument.drawingml.chart+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawingml.chartshapes+xml,application/vnd.openxmlformats-officedocument.drawingml.chartshapes+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawingml.diagramColors+xml,application/vnd.openxmlformats-officedocument.drawingml.diagramColors+xml,[Makoto_Murata]
