Name,Template,Reference
vnd.airzip.filesecure.azs,application/vnd.airzip.filesecure.azs,[Daniel_Mould][Gary_Clueit]
vnd.amadeus+json,application/vnd.amadeus+json,[Patrick_Brosse]
vnd.amazon.mobi8-ebook,application/vnd.amazon.mobi8-ebook,[Kim_Scarborough]
vnd.americandynamics.acc,application/vnd.americandynamics.acc,[Gary_Sands]
vnd.amiga.ami,application/vnd.amiga.ami,[Kevin_Blumberg]
vnd.amundsen.maze+xml,application/vnd.amundsen.maze+xml,[Mike_Amundsen]
vnd.android.ota,application/vnd.android.ota,[Greg_Kaiser]
vnd.anki,application/vnd.anki,[Kerrick_Staley]
vnd.anser-web-certificate-issue-initiation,application/vnd.anser-web-certificate-issue-initiation,[Hiroyoshi_Mori]
vnd.antix.game-component,application/vnd.antix.game-component,[Daniel_Shelton]
vnd.apache.thrift.binary,application/vnd.apache.thrift.binary,[Roger_Meier]
vnd.apache.thrift.compact,application/vnd.apache.thrift.compact,[Roger_Meier]
vnd.apache.thrift.json,application/vnd.apache.thrift.json,[Roger_Meier]
vnd.api+json,application/vnd.api+json,[Steve_Klabnik]
vnd.apothekende.reservation+json,application/vnd.apothekende.reservation+json,[Adrian_Föder]
vnd.apple.installer+xml,application/vnd.apple.installer+xml,[Peter_Bierman]
vnd.apple.keynote,application/vnd.apple.keynote,[Manichandra_Sajjanapu]
vnd.apple.mpegurl,application/vnd.apple.mpegurl,[RFC8216]
vnd.apple.numbers,application/vnd.apple.numbers,[Manichandra_Sajjanapu]
vnd.apple.pages,application/vnd.apple.pages,[Manichandra_Sajjanapu]
vnd.arastra.swi - OBSOLETED in favor of application/vnd.aristanetworks.swi,application/vnd.arastra.swi,[Bill_Fenner]
vnd.aristanetworks.swi,application/vnd.aristanetworks.swi,[Bill_Fenner]
vnd.artisan+json,application/vnd.artisan+json,[Brad_Turner]
vnd.artsquare,application/vnd.artsquare,[Christopher_Smith]
vnd.astraea-software.iota,application/vnd.astraea-software.iota,[Christopher_Snazell]
vnd.audiograph,application/vnd.audiograph,[Horia_Cristian_Slusanschi]
vnd.autopackage,application/vnd.autopackage,[Mike_Hearn]
vnd.avalon+json,application/vnd.avalon+json,[Ben_Hinman]
vnd.avistar+xml,application/vnd.avistar+xml,[Vladimir_Vysotsky]
vnd.balsamiq.bmml+xml,application/vnd.balsamiq.bmml+xml,[Giacomo_Guilizzoni]
vnd.banana-accounting,application/vnd.banana-accounting,[José_Del_Romano]
vnd.bbf.usp.error,application/vnd.bbf.usp.error,[William_Lupton]
vnd.bbf.usp.msg,application/vnd.bbf.usp.msg,[William_Lupton]
vnd.bbf.usp.msg+json,application/vnd.bbf.usp.msg+json,[William_Lupton]
vnd.balsamiq.bmpr,application/vnd.balsamiq.bmpr,[Giacomo_Guilizzoni]
vnd.bekitzur-stech+json,application/vnd.bekitzur-stech+json,[Jegulsky]
vnd.bint.med-content,application/vnd.bint.med-content,[Heinz-Peter_Schütz]
vnd.biopax.rdf+xml,application/vnd.biopax.rdf+xml,[Pathway_Commons]
vnd.blink-idb-value-wrapper,application/vnd.blink-idb-value-wrapper,[Victor_Costan]
vnd.blueice.multipass,application/vnd.blueice.multipass,[Thomas_Holmstrom]
vnd.bluetooth.ep.oob,application/vnd.bluetooth.ep.oob,[Mike_Foley]
vnd.bluetooth.le.oob,application/vnd.bluetooth.le.oob,[Mark_Powell]
vnd.bmi,application/vnd.bmi,[Tadashi_Gotoh]
vnd.bpf,application/vnd.bpf,[NCGIS][Bryan_Blank]
vnd.bpf3,application/vnd.bpf3,[NCGIS][Bryan_Blank]
vnd.businessobjects,application/vnd.businessobjects,[Philippe_Imoucha]
vnd.byu.uapi+json,application/vnd.byu.uapi+json,[Brent_Moore]
vnd.cab-jscript,application/vnd.cab-jscript,[Joerg_Falkenberg]
vnd.canon-cpdl,application/vnd.canon-cpdl,[Shin_Muto]
vnd.canon-lips,application/vnd.canon-lips,[Shin_Muto]
vnd.capasystems-pg+json,application/vnd.capasystems-pg+json,[Yüksel_Aydemir]
vnd.cendio.thinlinc.clientconf,application/vnd.cendio.thinlinc.clientconf,[Peter_Astrand]
vnd.century-systems.tcp_stream,application/vnd.century-systems.tcp_stream,[Shuji_Fujii]
vnd.chemdraw+xml,application/vnd.chemdraw+xml,[Glenn_Howes]
vnd.chess-pgn,application/vnd.chess-pgn,[Kim_Scarborough]
vnd.chipnuts.karaoke-mmd,application/vnd.chipnuts.karaoke-mmd,[Chunyun_Xiong]
vnd.ciedi,application/vnd.ciedi,[Hidekazu_Enjo]
vnd.cinderella,application/vnd.cinderella,[Ulrich_Kortenkamp]
vnd.cirpack.isdn-ext,application/vnd.cirpack.isdn-ext,[Pascal_Mayeux]
vnd.citationstyles.style+xml,application/vnd.citationstyles.style+xml,[Rintze_M._Zelle]
vnd.claymore,application/vnd.claymore,[Ray_Simpson]
vnd.cloanto.rp9,application/vnd.cloanto.rp9,[Mike_Labatt]
vnd.clonk.c4group,application/vnd.clonk.c4group,[Guenther_Brammer]
vnd.cluetrust.cartomobile-config,application/vnd.cluetrust.cartomobile-config,[Gaige_Paulsen]
vnd.cluetrust.cartomobile-config-pkg,application/vnd.cluetrust.cartomobile-config-pkg,[Gaige_Paulsen]
vnd.coffeescript,application/vnd.coffeescript,[Devyn_Collier_Johnson]
vnd.collabio.xodocuments.document,application/vnd.collabio.xodocuments.document,[Alexey_Meandrov]
vnd.collabio.xodocuments.document-template,application/vnd.collabio.xodocuments.document-template,[Alexey_Meandrov]
vnd.collabio.xodocuments.presentation,application/vnd.collabio.xodocuments.presentation,[Alexey_Meandrov]
vnd.collabio.xodocuments.presentation-template,application/vnd.collabio.xodocuments.presentation-template,[Alexey_Meandrov]
vnd.collabio.xodocuments.spreadsheet,application/vnd.collabio.xodocuments.spreadsheet,[Alexey_Meandrov]
vnd.collabio.xodocuments.spreadsheet-template,application/vnd.collabio.xodocuments.spreadsheet-template,[Alexey_Meandrov]
vnd.collection.doc+json,application/vnd.collection.doc+json,[Irakli_Nadareishvili]
vnd.collection+json,application/vnd.collection+json,[Mike_Amundsen]
vnd.collection.next+json,application/vnd.collection.next+json,[Ioseb_Dzmanashvili]
vnd.comicbook-rar,application/vnd.comicbook-rar,[Kim_Scarborough]
vnd.comicbook+zip,application/vnd.comicbook+zip,[Kim_Scarborough]
vnd.commerce-battelle,application/vnd.commerce-battelle,[David_Applebaum]
vnd.commonspace,application/vnd.commonspace,[Ravinder_Chandhok]
vnd.coreos.ignition+json,application/vnd.coreos.ignition+json,[Alex_Crawford]
vnd.cosmocaller,application/vnd.cosmocaller,[Steve_Dellutri]
vnd.contact.cmsg,application/vnd.contact.cmsg,[Frank_Patz]
vnd.crick.clicker,application/vnd.crick.clicker,[Andrew_Burt]
vnd.crick.clicker.keyboard,application/vnd.crick.clicker.keyboard,[Andrew_Burt]
vnd.crick.clicker.palette,application/vnd.crick.clicker.palette,[Andrew_Burt]
vnd.crick.clicker.template,application/vnd.crick.clicker.template,[Andrew_Burt]
vnd.crick.clicker.wordbank,application/vnd.crick.clicker.wordbank,[Andrew_Burt]
vnd.criticaltools.wbs+xml,application/vnd.criticaltools.wbs+xml,[Jim_Spiller]
vnd.cryptii.pipe+json,application/vnd.cryptii.pipe+json,[Fränz_Friederes]
vnd.crypto-shade-file,application/vnd.crypto-shade-file,[Connor_Horman]
vnd.ctc-posml,application/vnd.ctc-posml,[Bayard_Kohlhepp]
vnd.ctct.ws+xml,application/vnd.ctct.ws+xml,[Jim_Ancona]
vnd.cups-pdf,application/vnd.cups-pdf,[Michael_Sweet]
vnd.cups-postscript,application/vnd.cups-postscript,[Michael_Sweet]
vnd.cups-ppd,application/vnd.cups-ppd,[Michael_Sweet]
vnd.cups-raster,application/vnd.cups-raster,[Michael_Sweet]
vnd.cups-raw,application/vnd.cups-raw,[Michael_Sweet]
vnd.curl,application/vnd.curl,[Robert_Byrnes]
vnd.cyan.dean.root+xml,application/vnd.cyan.dean.root+xml,[Matt_Kern]
vnd.cybank,application/vnd.cybank,[Nor_Helmee]
vnd.d2l.coursepackage1p0+zip,application/vnd.d2l.coursepackage1p0+zip,[Viktor_Haag]
vnd.dart,application/vnd.dart,[Anders_Sandholm]
vnd.data-vision.rdz,application/vnd.data-vision.rdz,[James_Fields]
vnd.datapackage+json,application/vnd.datapackage+json,[Paul_Walsh]
vnd.dataresource+json,application/vnd.dataresource+json,[Paul_Walsh]
vnd.debian.binary-package,application/vnd.debian.binary-package,[Charles_Plessy]
vnd.dece.data,application/vnd.dece.data,[Michael_A_Dolan]
vnd.dece.ttml+xml,application/vnd.dece.ttml+xml,[Michael_A_Dolan]
vnd.dece.unspecified,application/vnd.dece.unspecified,[Michael_A_Dolan]
vnd.dece.zip,application/vnd.dece.zip,[Michael_A_Dolan]
vnd.denovo.fcselayout-link,application/vnd.denovo.fcselayout-link,[Michael_Dixon]
vnd.desmume.movie,application/vnd.desmume.movie,[Henrik_Andersson]
vnd.dir-bi.plate-dl-nosuffix,application/vnd.dir-bi.plate-dl-nosuffix,[Yamanaka]
vnd.dm.delegation+xml,application/vnd.dm.delegation+xml,[Axel_Ferrazzini]
vnd.dna,application/vnd.dna,[Meredith_Searcy]
vnd.document+json,application/vnd.document+json,[Tom_Christie]
vnd.dolby.mobile.1,application/vnd.dolby.mobile.1,[Steve_Hattersley]
vnd.dolby.mobile.2,application/vnd.dolby.mobile.2,[Steve_Hattersley]
vnd.doremir.scorecloud-binary-document,application/vnd.doremir.scorecloud-binary-document,[Erik_Ronström]
vnd.dpgraph,application/vnd.dpgraph,[David_Parker]
vnd.dreamfactory,application/vnd.dreamfactory,[William_C._Appleton]
vnd.drive+json,application/vnd.drive+json,[Keith_Kester]
vnd.dtg.local,application/vnd.dtg.local,[Ali_Teffahi]
vnd.dtg.local.flash,application/vnd.dtg.local.flash,[Ali_Teffahi]
vnd.dtg.local.html,application/vnd.dtg.local.html,[Ali_Teffahi]
vnd.dvb.ait,application/vnd.dvb.ait,[Peter_Siebert][Michael_Lagally]
vnd.dvb.dvbj,application/vnd.dvb.dvbj,[Peter_Siebert][Michael_Lagally]
vnd.dvb.esgcontainer,application/vnd.dvb.esgcontainer,[Joerg_Heuer]
vnd.dvb.ipdcdftnotifaccess,application/vnd.dvb.ipdcdftnotifaccess,[Roy_Yue]
vnd.dvb.ipdcesgaccess,application/vnd.dvb.ipdcesgaccess,[Joerg_Heuer]
vnd.dvb.ipdcesgaccess2,application/vnd.dvb.ipdcesgaccess2,[Jerome_Marcon]
vnd.dvb.ipdcesgpdd,application/vnd.dvb.ipdcesgpdd,[Jerome_Marcon]
vnd.dvb.ipdcroaming,application/vnd.dvb.ipdcroaming,[Yiling_Xu]
vnd.dvb.iptv.alfec-base,application/vnd.dvb.iptv.alfec-base,[Jean-Baptiste_Henry]
vnd.dvb.iptv.alfec-enhancement,application/vnd.dvb.iptv.alfec-enhancement,[Jean-Baptiste_Henry]
vnd.dvb.notif-aggregate-root+xml,application/vnd.dvb.notif-aggregate-root+xml,[Roy_Yue]
vnd.dvb.notif-container+xml,application/vnd.dvb.notif-container+xml,[Roy_Yue]
vnd.dvb.notif-generic+xml,application/vnd.dvb.notif-generic+xml,[Roy_Yue]
vnd.dvb.notif-ia-msglist+xml,application/vnd.dvb.notif-ia-msglist+xml,[Roy_Yue]
vnd.dvb.notif-ia-registration-request+xml,application/vnd.dvb.notif-ia-registration-request+xml,[Roy_Yue]
vnd.dvb.notif-ia-registration-response+xml,application/vnd.dvb.notif-ia-registration-response+xml,[Roy_Yue]
vnd.dvb.notif-init+xml,application/vnd.dvb.notif-init+xml,[Roy_Yue]
vnd.dvb.pfr,application/vnd.dvb.pfr,[Peter_Siebert][Michael_Lagally]
vnd.dvb.service,application/vnd.dvb.service,[Peter_Siebert][Michael_Lagally]
vnd.dxr,application/vnd.dxr,[Michael_Duffy]
vnd.dynageo,application/vnd.dynageo,[Roland_Mechling]
vnd.dzr,application/vnd.dzr,[Carl_Anderson]
vnd.easykaraoke.cdgdownload,application/vnd.easykaraoke.cdgdownload,[Iain_Downs]
vnd.ecip.rlp,application/vnd.ecip.rlp,[Wei_Tang]
vnd.ecdis-update,application/vnd.ecdis-update,[Gert_Buettgenbach]
vnd.ecowin.chart,application/vnd.ecowin.chart,[Thomas_Olsson]
vnd.ecowin.filerequest,application/vnd.ecowin.filerequest,[Thomas_Olsson]
vnd.ecowin.fileupdate,application/vnd.ecowin.fileupdate,[Thomas_Olsson]
vnd.ecowin.series,application/vnd.ecowin.series,[Thomas_Olsson]
vnd.ecowin.seriesrequest,application/vnd.ecowin.seriesrequest,[Thomas_Olsson]
vnd.ecowin.seriesupdate,application/vnd.ecowin.seriesupdate,[Thomas_Olsson]
vnd.efi.img,application/vnd.efi.img,[UEFI_Forum][Fu_Siyuan]
vnd.efi.iso,application/vnd.efi.iso,[UEFI_Forum][Fu_Siyuan]
vnd.emclient.accessrequest+xml,application/vnd.emclient.accessrequest+xml,[Filip_Navara]
vnd.enliven,application/vnd.enliven,[Paul_Santinelli_Jr.]
vnd.enphase.envoy,application/vnd.enphase.envoy,[Chris_Eich]
vnd.eprints.data+xml,application/vnd.eprints.data+xml,[Tim_Brody]
vnd.epson.esf,application/vnd.epson.esf,[Shoji_Hoshina]
vnd.epson.msf,application/vnd.epson.msf,[Shoji_Hoshina]
vnd.epson.quickanime,application/vnd.epson.quickanime,[Yu_Gu]
vnd.epson.salt,application/vnd.epson.salt,[Yasuhito_Nagatomo]
vnd.epson.ssf,application/vnd.epson.ssf,[Shoji_Hoshina]
vnd.ericsson.quickcall,application/vnd.ericsson.quickcall,[Paul_Tidwell]
vnd.espass-espass+zip,application/vnd.espass-espass+zip,[Marcus_Ligi_Büschleb]
vnd.eszigno3+xml,application/vnd.eszigno3+xml,[Szilveszter_Tóth]
vnd.etsi.aoc+xml,application/vnd.etsi.aoc+xml,[Shicheng_Hu]
vnd.etsi.asic-s+zip,application/vnd.etsi.asic-s+zip,[Miguel_Angel_Reina_Ortega]
vnd.etsi.asic-e+zip,application/vnd.etsi.asic-e+zip,[Miguel_Angel_Reina_Ortega]
vnd.etsi.cug+xml,application/vnd.etsi.cug+xml,[Shicheng_Hu]
vnd.etsi.iptvcommand+xml,application/vnd.etsi.iptvcommand+xml,[Shicheng_Hu]
vnd.etsi.iptvdiscovery+xml,application/vnd.etsi.iptvdiscovery+xml,[Shicheng_Hu]
vnd.etsi.iptvprofile+xml,application/vnd.etsi.iptvprofile+xml,[Shicheng_Hu]
vnd.etsi.iptvsad-bc+xml,application/vnd.etsi.iptvsad-bc+xml,[Shicheng_Hu]
vnd.etsi.iptvsad-cod+xml,application/vnd.etsi.iptvsad-cod+xml,[Shicheng_Hu]
vnd.etsi.iptvsad-npvr+xml,application/vnd.etsi.iptvsad-npvr+xml,[Shicheng_Hu]
vnd.etsi.iptvservice+xml,application/vnd.etsi.iptvservice+xml,[Miguel_Angel_Reina_Ortega]
vnd.etsi.iptvsync+xml,application/vnd.etsi.iptvsync+xml,[Miguel_Angel_Reina_Ortega]
vnd.etsi.iptvueprofile+xml,application/vnd.etsi.iptvueprofile+xml,[Shicheng_Hu]
vnd.etsi.mcid+xml,application/vnd.etsi.mcid+xml,[Shicheng_Hu]
vnd.etsi.mheg5,application/vnd.etsi.mheg5,[Miguel_Angel_Reina_Ortega][Ian_Medland]
vnd.etsi.overload-control-policy-dataset+xml,application/vnd.etsi.overload-control-policy-dataset+xml,[Miguel_Angel_Reina_Ortega]
vnd.etsi.pstn+xml,application/vnd.etsi.pstn+xml,[Jiwan_Han][Thomas_Belling]
vnd.etsi.sci+xml,application/vnd.etsi.sci+xml,[Shicheng_Hu]
vnd.etsi.simservs+xml,application/vnd.etsi.simservs+xml,[Shicheng_Hu]
vnd.etsi.timestamp-token,application/vnd.etsi.timestamp-token,[Miguel_Angel_Reina_Ortega]
vnd.etsi.tsl+xml,application/vnd.etsi.tsl+xml,[Shicheng_Hu]
vnd.etsi.tsl.der,application/vnd.etsi.tsl.der,[Shicheng_Hu]
vnd.evolv.ecig.profile,application/vnd.evolv.ecig.profile,[James_Bellinger]
vnd.evolv.ecig.settings,application/vnd.evolv.ecig.settings,[James_Bellinger]
vnd.evolv.ecig.theme,application/vnd.evolv.ecig.theme,[James_Bellinger]
vnd.eudora.data,application/vnd.eudora.data,[Pete_Resnick]
vnd.exstream-empower+zip,application/vnd.exstream-empower+zip,[Bill_Kidwell]
vnd.exstream-package,application/vnd.exstream-package,[Bill_Kidwell]
vnd.ezpix-album,application/vnd.ezpix-album,[ElectronicZombieCorp]
vnd.ezpix-package,application/vnd.ezpix-package,[ElectronicZombieCorp]
vnd.f-secure.mobile,application/vnd.f-secure.mobile,[Samu_Sarivaara]
vnd.fastcopy-disk-image,application/vnd.fastcopy-disk-image,[Thomas_Huth]
vnd.fdf,application/vnd.fdf,[Steve_Zilles]
vnd.fdsn.mseed,application/vnd.fdsn.mseed,[Chad_Trabant]
vnd.fdsn.seed,application/vnd.fdsn.seed,[Chad_Trabant]
vnd.ffsns,application/vnd.ffsns,[Holstage]
vnd.filmit.zfc,application/vnd.filmit.zfc,[Harms_Moeller]
vnd.fints,application/vnd.fints,[Ingo_Hammann]
vnd.firemonkeys.cloudcell,application/vnd.firemonkeys.cloudcell,[Alex_Dubov]
vnd.FloGraphIt,application/vnd.FloGraphIt,[Dick_Floersch]
vnd.fluxtime.clip,application/vnd.fluxtime.clip,[Marc_Winter]
vnd.font-fontforge-sfd,application/vnd.font-fontforge-sfd,[George_Williams]
vnd.framemaker,application/vnd.framemaker,[Mike_Wexler]
vnd.frogans.fnc,application/vnd.frogans.fnc,[Alexis_Tamas]
vnd.frogans.ltf,application/vnd.frogans.ltf,[Alexis_Tamas]
vnd.fsc.weblaunch,application/vnd.fsc.weblaunch,[Derek_Smith]
vnd.fujitsu.oasys,application/vnd.fujitsu.oasys,[Nobukazu_Togashi]
vnd.fujitsu.oasys2,application/vnd.fujitsu.oasys2,[Nobukazu_Togashi]
vnd.fujitsu.oasys3,application/vnd.fujitsu.oasys3,[Seiji_Okudaira]
vnd.fujitsu.oasysgp,application/vnd.fujitsu.oasysgp,[Masahiko_Sugimoto]
vnd.fujitsu.oasysprs,application/vnd.fujitsu.oasysprs,[Masumi_Ogita]
vnd.fujixerox.ART4,application/vnd.fujixerox.ART4,[Fumio_Tanabe]
vnd.fujixerox.ART-EX,application/vnd.fujixerox.ART-EX,[Fumio_Tanabe]
vnd.fujixerox.ddd,application/vnd.fujixerox.ddd,[Masanori_Onda]
vnd.fujixerox.docuworks,application/vnd.fujixerox.docuworks,[Yasuo_Taguchi]
vnd.fujixerox.docuworks.binder,application/vnd.fujixerox.docuworks.binder,[Takashi_Matsumoto]
vnd.fujixerox.docuworks.container,application/vnd.fujixerox.docuworks.container,[Kiyoshi_Tashiro]
vnd.fujixerox.HBPL,application/vnd.fujixerox.HBPL,[Fumio_Tanabe]
vnd.fut-misnet,application/vnd.fut-misnet,[Jann_Pruulman]
vnd.futoin+cbor,application/vnd.futoin+cbor,[Andrey_Galkin]
vnd.futoin+json,application/vnd.futoin+json,[Andrey_Galkin]
vnd.fuzzysheet,application/vnd.fuzzysheet,[Simon_Birtwistle]
vnd.genomatix.tuxedo,application/vnd.genomatix.tuxedo,[Torben_Frey]
vnd.geo+json (OBSOLETED by [RFC7946] in favor of application/geo+json),application/vnd.geo+json,[Sean_Gillies]
vnd.geocube+xml - OBSOLETED by request,application/vnd.geocube+xml,[Francois_Pirsch]
vnd.geogebra.file,application/vnd.geogebra.file,[GeoGebra][Yves_Kreis]
vnd.geogebra.tool,application/vnd.geogebra.tool,[GeoGebra][Yves_Kreis]
vnd.geometry-explorer,application/vnd.geometry-explorer,[Michael_Hvidsten]
vnd.geonext,application/vnd.geonext,[Matthias_Ehmann]
vnd.geoplan,application/vnd.geoplan,[Christian_Mercat]
vnd.geospace,application/vnd.geospace,[Christian_Mercat]
vnd.gerber,application/vnd.gerber,[Thomas_Weyn]
vnd.globalplatform.card-content-mgt,application/vnd.globalplatform.card-content-mgt,[Gil_Bernabeu]
vnd.globalplatform.card-content-mgt-response,application/vnd.globalplatform.card-content-mgt-response,[Gil_Bernabeu]
vnd.gmx - DEPRECATED,application/vnd.gmx,[Christian_V._Sciberras]
vnd.google-earth.kml+xml,application/vnd.google-earth.kml+xml,[Michael_Ashbridge]
vnd.google-earth.kmz,application/vnd.google-earth.kmz,[Michael_Ashbridge]
vnd.gov.sk.e-form+xml,application/vnd.gov.sk.e-form+xml,[Peter_Biro][Stefan_Szilva]
vnd.gov.sk.e-form+zip,application/vnd.gov.sk.e-form+zip,[Peter_Biro][Stefan_Szilva]
vnd.gov.sk.xmldatacontainer+xml,application/vnd.gov.sk.xmldatacontainer+xml,[Peter_Biro][Stefan_Szilva]
vnd.grafeq,application/vnd.grafeq,[Jeff_Tupper]
vnd.gridmp,application/vnd.gridmp,[Jeff_Lawson]
vnd.groove-account,application/vnd.groove-account,[Todd_Joseph]
vnd.groove-help,application/vnd.groove-help,[Todd_Joseph]
vnd.groove-identity-message,application/vnd.groove-identity-message,[Todd_Joseph]
vnd.groove-injector,application/vnd.groove-injector,[Todd_Joseph]
vnd.groove-tool-message,application/vnd.groove-tool-message,[Todd_Joseph]
vnd.groove-tool-template,application/vnd.groove-tool-template,[Todd_Joseph]
vnd.groove-vcard,application/vnd.groove-vcard,[Todd_Joseph]
vnd.hal+json,application/vnd.hal+json,[Mike_Kelly]
vnd.hal+xml,application/vnd.hal+xml,[Mike_Kelly]
vnd.HandHeld-Entertainment+xml,application/vnd.HandHeld-Entertainment+xml,[Eric_Hamilton]
vnd.hbci,application/vnd.hbci,[Ingo_Hammann]
vnd.hc+json,application/vnd.hc+json,[Jan_Schütze]
vnd.hcl-bireports,application/vnd.hcl-bireports,[Doug_R._Serres]
vnd.hdt,application/vnd.hdt,[Javier_D._Fernández]
vnd.heroku+json,application/vnd.heroku+json,[Wesley_Beary]
vnd.hhe.lesson-player,application/vnd.hhe.lesson-player,[Randy_Jones]
vnd.hp-HPGL,application/vnd.hp-HPGL,[Bob_Pentecost]
vnd.hp-hpid,application/vnd.hp-hpid,[Aloke_Gupta]
vnd.hp-hps,application/vnd.hp-hps,[Steve_Aubrey]
vnd.hp-jlyt,application/vnd.hp-jlyt,[Amir_Gaash]
vnd.hp-PCL,application/vnd.hp-PCL,[Bob_Pentecost]
vnd.hp-PCLXL,application/vnd.hp-PCLXL,[Bob_Pentecost]
vnd.httphone,application/vnd.httphone,[Franck_Lefevre]
vnd.hydrostatix.sof-data,application/vnd.hydrostatix.sof-data,[Allen_Gillam]
vnd.hyper-item+json,application/vnd.hyper-item+json,[Mario_Demuth]
vnd.hyper+json,application/vnd.hyper+json,[Irakli_Nadareishvili]
vnd.hyperdrive+json,application/vnd.hyperdrive+json,[Daniel_Sims]
vnd.hzn-3d-crossword,application/vnd.hzn-3d-crossword,[James_Minnis]
vnd.ibm.afplinedata - OBSOLETED in favor of vnd.afpc.afplinedata,application/vnd.ibm.afplinedata,[Roger_Buis]
vnd.ibm.electronic-media,application/vnd.ibm.electronic-media,[Bruce_Tantlinger]
vnd.ibm.MiniPay,application/vnd.ibm.MiniPay,[Amir_Herzberg]
vnd.ibm.modcap - OBSOLETED in favor of application/vnd.afpc.modca,application/vnd.ibm.modcap,[Reinhard_Hohensee]
vnd.ibm.rights-management,application/vnd.ibm.rights-management,[Bruce_Tantlinger]
vnd.ibm.secure-container,application/vnd.ibm.secure-container,[Bruce_Tantlinger]
vnd.iccprofile,application/vnd.iccprofile,[Phil_Green]
vnd.ieee.1905,application/vnd.ieee.1905,[Purva_R_Rajkotia]
vnd.igloader,application/vnd.igloader,[Tim_Fisher]
vnd.imagemeter.folder+zip,application/vnd.imagemeter.folder+zip,[Dirk_Farin]
vnd.imagemeter.image+zip,application/vnd.imagemeter.image+zip,[Dirk_Farin]
vnd.immervision-ivp,application/vnd.immervision-ivp,[Mathieu_Villegas]
vnd.immervision-ivu,application/vnd.immervision-ivu,[Mathieu_Villegas]
vnd.ims.imsccv1p1,application/vnd.ims.imsccv1p1,[Lisa_Mattson]
vnd.ims.imsccv1p2,application/vnd.ims.imsccv1p2,[Lisa_Mattson]
vnd.ims.imsccv1p3,application/vnd.ims.imsccv1p3,[Lisa_Mattson]
vnd.ims.lis.v2.result+json,application/vnd.ims.lis.v2.result+json,[Lisa_Mattson]
vnd.ims.lti.v2.toolconsumerprofile+json,application/vnd.ims.lti.v2.toolconsumerprofile+json,[Lisa_Mattson]
vnd.ims.lti.v2.toolproxy.id+json,application/vnd.ims.lti.v2.toolproxy.id+json,[Lisa_Mattson]
vnd.ims.lti.v2.toolproxy+json,application/vnd.ims.lti.v2.toolproxy+json,[Lisa_Mattson]
vnd.ims.lti.v2.toolsettings+json,application/vnd.ims.lti.v2.toolsettings+json,[Lisa_Mattson]
vnd.ims.lti.v2.toolsettings.simple+json,application/vnd.ims.lti.v2.toolsettings.simple+json,[Lisa_Mattson]
vnd.informedcontrol.rms+xml,application/vnd.informedcontrol.rms+xml,[Mark_Wahl]
vnd.infotech.project,application/vnd.infotech.project,[Charles_Engelke]
vnd.infotech.project+xml,application/vnd.infotech.project+xml,[Charles_Engelke]
vnd.informix-visionary - OBSOLETED in favor of application/vnd.visionary,application/vnd.informix-visionary,[Christopher_Gales]
vnd.innopath.wamp.notification,application/vnd.innopath.wamp.notification,[Takanori_Sudo]
vnd.insors.igm,application/vnd.insors.igm,[Jon_Swanson]
vnd.intercon.formnet,application/vnd.intercon.formnet,[Tom_Gurak]
vnd.intergeo,application/vnd.intergeo,[Yves_Kreis_2]
vnd.intertrust.digibox,application/vnd.intertrust.digibox,[Luke_Tomasello]
vnd.intertrust.nncp,application/vnd.intertrust.nncp,[Luke_Tomasello]
vnd.intu.qbo,application/vnd.intu.qbo,[Greg_Scratchley]
vnd.intu.qfx,application/vnd.intu.qfx,[Greg_Scratchley]
vnd.iptc.g2.catalogitem+xml,application/vnd.iptc.g2.catalogitem+xml,[Michael_Steidl]
vnd.iptc.g2.conceptitem+xml,application/vnd.iptc.g2.conceptitem+xml,[Michael_Steidl]
vnd.iptc.g2.knowledgeitem+xml,application/vnd.iptc.g2.knowledgeitem+xml,[Michael_Steidl]
vnd.iptc.g2.newsitem+xml,application/vnd.iptc.g2.newsitem+xml,[Michael_Steidl]
vnd.iptc.g2.newsmessage+xml,application/vnd.iptc.g2.newsmessage+xml,[Michael_Steidl]
vnd.iptc.g2.packageitem+xml,application/vnd.iptc.g2.packageitem+xml,[Michael_Steidl]
vnd.iptc.g2.planningitem+xml,application/vnd.iptc.g2.planningitem+xml,[Michael_Steidl]
vnd.ipunplugged.rcprofile,application/vnd.ipunplugged.rcprofile,[Per_Ersson]
vnd.irepository.package+xml,application/vnd.irepository.package+xml,[Martin_Knowles]
vnd.is-xpr,application/vnd.is-xpr,[Satish_Navarajan]
vnd.isac.fcs,application/vnd.isac.fcs,[Ryan_Brinkman]
vnd.jam,application/vnd.jam,[Brijesh_Kumar]
vnd.iso11783-10+zip,application/vnd.iso11783-10+zip,[Frank_Wiebeler]
vnd.japannet-directory-service,application/vnd.japannet-directory-service,[Kiyofusa_Fujii]
vnd.japannet-jpnstore-wakeup,application/vnd.japannet-jpnstore-wakeup,[Jun_Yoshitake]
vnd.japannet-payment-wakeup,application/vnd.japannet-payment-wakeup,[Kiyofusa_Fujii]
vnd.japannet-registration,application/vnd.japannet-registration,[Jun_Yoshitake]
vnd.japannet-registration-wakeup,application/vnd.japannet-registration-wakeup,[Kiyofusa_Fujii]
vnd.japannet-setstore-wakeup,application/vnd.japannet-setstore-wakeup,[Jun_Yoshitake]
vnd.japannet-verification,application/vnd.japannet-verification,[Jun_Yoshitake]
